customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,predicted_label_threshold_0_50,selected_model_name,dataset_partition,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_charge_band,total_charge_band,service_count,support_services_count,streaming_services_count,has_fiber_optic,is_month_to_month,uses_electronic_check,is_senior_citizen_flag,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
6925-BAYGL,No,0.0339,3,Low,0,Random Forest,train,Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,49+ months,Low,Moderate Lifetime Value,2,0,0,No,No,No,Yes,No online security,No tech support,No single dominant cue; review full customer profile.
3262-EIDHV,No,0.0277,3,Low,0,Random Forest,train,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,49+ months,High,Very High Lifetime Value,8,3,2,No,No,No,No,No prominent cue,No secondary cue,No single dominant cue; review full customer profile.
7354-OIJLX,No,0.8249,82,Critical,1,Random Forest,train,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,0-12 months,High,Moderate Lifetime Value,3,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1376-HHBDV,No,0.2933,29,Low,0,Random Forest,test,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,25-48 months,Moderate,High Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,No tech support,Associated with month-to-month contract.
6907-NZZIJ,Yes,0.7491,75,High,1,Random Forest,train,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,25-48 months,High,Very High Lifetime Value,6,1,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6133-OZILE,No,0.5315,53,Moderate,1,Random Forest,train,Female,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,13-24 months,Moderate,Moderate Lifetime Value,3,2,0,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
4135-FRWKJ,No,0.1681,17,Low,0,Random Forest,train,Female,1,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,49+ months,High,Very High Lifetime Value,7,3,1,No,No,Yes,Yes,Electronic check payment,No secondary cue,Associated with electronic check payment.
2911-UREFD,Yes,0.4936,49,Moderate,0,Random Forest,train,Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,25-48 months,Moderate,High Lifetime Value,5,2,2,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
3744-ZRRDZ,Yes,0.7405,74,High,1,Random Forest,train,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,13-24 months,High,High Lifetime Value,4,1,0,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5673-TIYIB,Yes,0.6792,68,High,1,Random Forest,train,Male,0,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,0-12 months,Moderate,Low Lifetime Value,4,3,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6551-ZCOTS,No,0.0658,7,Low,0,Random Forest,train,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,25-48 months,Low,Moderate Lifetime Value,2,0,0,No,No,No,Yes,No online security,No tech support,No single dominant cue; review full customer profile.
7191-ADRGF,No,0.117,12,Low,0,Random Forest,train,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,25-48 months,Moderate,High Lifetime Value,5,2,2,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
5018-LXQQG,No,0.2576,26,Low,0,Random Forest,train,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,25-48 months,Moderate,High Lifetime Value,5,2,1,No,Yes,No,No,Month-to-month contract,No secondary cue,Associated with month-to-month contract.
6892-BOGQE,No,0.0099,1,Low,0,Random Forest,train,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
1602-IJQQE,Yes,0.8254,83,Critical,1,Random Forest,train,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,0-12 months,High,Low Lifetime Value,3,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4628-WQCQQ,Yes,0.3524,35,Moderate,0,Random Forest,train,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,25-48 months,High,Very High Lifetime Value,4,1,1,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
1746-TGTWV,No,0.8672,87,Critical,1,Random Forest,test,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,0-12 months,High,Low Lifetime Value,3,1,0,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5995-SNNEW,No,0.7816,78,High,1,Random Forest,train,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,13-24 months,Very High,High Lifetime Value,7,2,2,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8050-WYBND,No,0.3915,39,Moderate,0,Random Forest,train,Female,0,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,13-24 months,Moderate,Moderate Lifetime Value,4,1,2,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2821-WARNZ,No,0.0419,4,Low,0,Random Forest,train,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4879-GZLFH,No,0.6609,66,High,1,Random Forest,train,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,25-48 months,High,Very High Lifetime Value,5,1,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1644-IRKSF,Yes,0.4492,45,Moderate,0,Random Forest,train,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,25-48 months,High,Very High Lifetime Value,5,1,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
8314-HTWVE,No,0.0212,2,Low,0,Random Forest,test,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,0-12 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,Short tenure,No online security,Associated with short tenure.
9402-ROUMJ,No,0.2501,25,Low,0,Random Forest,test,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,49+ months,Very High,Very High Lifetime Value,7,3,1,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
2507-QZPQS,No,0.7747,77,High,1,Random Forest,train,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,13-24 months,High,Moderate Lifetime Value,6,2,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7159-NOKYQ,No,0.1917,19,Low,0,Random Forest,train,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,49+ months,High,Very High Lifetime Value,6,2,1,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
5707-ZMDJP,No,0.0481,5,Low,0,Random Forest,train,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,49+ months,Moderate,Very High Lifetime Value,6,3,1,No,No,No,No,Paperless billing,No secondary cue,Associated with paperless billing.
8779-YIQQA,No,0.0443,4,Low,0,Random Forest,train,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,13-24 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
7136-IHZJA,No,0.2255,23,Low,0,Random Forest,train,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,25-48 months,High,High Lifetime Value,6,3,1,No,Yes,No,No,Month-to-month contract,Paperless billing,Associated with month-to-month contract and paperless billing.
8966-OIQHG,No,0.0526,5,Low,0,Random Forest,train,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,13-24 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
7074-STDCN,No,0.4262,43,Moderate,0,Random Forest,test,Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,25-48 months,Moderate,Moderate Lifetime Value,3,1,1,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
3705-PSNGL,Yes,0.1323,13,Low,0,Random Forest,test,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,Yes,No,Electronic check payment,No online security,Associated with electronic check payment.
8739-QOTTN,No,0.3104,31,Moderate,0,Random Forest,test,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1399-OUPJN,No,0.0211,2,Low,0,Random Forest,train,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
0277-BKSQP,No,0.4939,49,Moderate,0,Random Forest,test,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,0-12 months,Moderate,Low Lifetime Value,3,0,1,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6502-HCJTI,Yes,0.8079,81,Critical,1,Random Forest,train,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,0-12 months,High,Moderate Lifetime Value,6,2,1,Yes,Yes,No,Yes,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2606-RMDHZ,Yes,0.6587,66,High,1,Random Forest,test,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,0-12 months,Low,Low Lifetime Value,2,1,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5774-XZTQC,No,0.2582,26,Low,0,Random Forest,train,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2676-SSLTO,No,0.0664,7,Low,0,Random Forest,test,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,49+ months,Moderate,Very High Lifetime Value,5,1,1,No,No,No,No,No online security,Paperless billing,Associated with paperless billing.
6266-QHOJZ,No,0.2113,21,Low,0,Random Forest,train,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,49+ months,High,Very High Lifetime Value,6,3,0,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
7269-JISCY,No,0.1362,14,Low,0,Random Forest,train,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,49+ months,Moderate,High Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
0363-SVHYR,No,0.0169,2,Low,0,Random Forest,train,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,49+ months,High,Very High Lifetime Value,9,4,2,No,No,No,No,No prominent cue,No secondary cue,No single dominant cue; review full customer profile.
8547-NSBBO,No,0.4558,46,Moderate,0,Random Forest,train,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,25-48 months,High,Very High Lifetime Value,7,4,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8258-GSTJK,Yes,0.8568,86,Critical,1,Random Forest,test,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,0-12 months,High,Low Lifetime Value,3,0,0,Yes,Yes,Yes,Yes,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6861-OKBCE,Yes,0.256,26,Low,0,Random Forest,train,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9940-RHLFB,Yes,0.9368,94,Critical,1,Random Forest,test,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,0-12 months,High,Low Lifetime Value,3,1,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6591-QGOYB,No,0.6212,62,High,1,Random Forest,train,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,13-24 months,Very High,High Lifetime Value,8,4,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9070-BCKQP,No,0.0373,4,Low,0,Random Forest,train,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
6421-SZVEM,No,0.2114,21,Low,0,Random Forest,train,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,25-48 months,High,High Lifetime Value,4,1,1,Yes,No,No,No,Fiber optic service,No tech support,Associated with fiber optic service.
1328-EUZHC,No,0.0193,2,Low,0,Random Forest,test,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,13-24 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2995-UPRYS,Yes,0.4177,42,Moderate,0,Random Forest,test,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,25-48 months,High,Very High Lifetime Value,6,2,2,Yes,No,No,Yes,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
8878-RYUKI,No,0.3156,32,Moderate,0,Random Forest,train,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,49+ months,Moderate,Very High Lifetime Value,4,1,1,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
9633-DENPU,No,0.3038,30,Moderate,0,Random Forest,train,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,25-48 months,Moderate,High Lifetime Value,4,1,1,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
7811-JIVPF,No,0.3437,34,Moderate,0,Random Forest,train,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,13-24 months,Moderate,Moderate Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
7113-HIPFI,No,0.0291,3,Low,0,Random Forest,train,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,49+ months,Moderate,Very High Lifetime Value,6,4,0,No,No,No,No,No prominent cue,No secondary cue,No single dominant cue; review full customer profile.
8541-QVFKM,No,0.7864,79,High,1,Random Forest,train,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,0-12 months,High,Moderate Lifetime Value,3,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6686-YPGHK,Yes,0.5558,56,Moderate,1,Random Forest,train,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,25-48 months,High,Very High Lifetime Value,4,1,1,Yes,Yes,No,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1383-EZRWL,Yes,0.2755,28,Low,0,Random Forest,train,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9258-CNWAC,No,0.0535,5,Low,0,Random Forest,test,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,49+ months,Very High,Very High Lifetime Value,9,4,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
5371-VYLSX,No,0.5977,60,High,1,Random Forest,test,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,49+ months,High,Very High Lifetime Value,5,2,0,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6374-AFWOX,No,0.0424,4,Low,0,Random Forest,train,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,25-48 months,Moderate,Very High Lifetime Value,6,4,0,No,No,No,No,No dependents,No secondary cue,No single dominant cue; review full customer profile.
4759-TRPLW,Yes,0.9287,93,Critical,1,Random Forest,train,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,0-12 months,High,Low Lifetime Value,2,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5317-FLPJF,No,0.0319,3,Low,0,Random Forest,train,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,49+ months,Moderate,Very High Lifetime Value,6,3,2,No,No,No,No,Paperless billing,No dependents,Associated with paperless billing.
7621-VPNET,No,0.5116,51,Moderate,1,Random Forest,test,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,25-48 months,High,Very High Lifetime Value,5,2,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6034-YMTOB,No,0.7547,75,High,1,Random Forest,train,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,0-12 months,High,Low Lifetime Value,3,1,0,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8563-IIOXK,Yes,0.3046,30,Moderate,0,Random Forest,train,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,0-12 months,Moderate,Low Lifetime Value,3,1,0,No,No,Yes,No,Short tenure,Electronic check payment,Associated with short tenure and electronic check payment.
4903-CNOZC,No,0.197,20,Low,0,Random Forest,train,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,25-48 months,High,High Lifetime Value,6,2,1,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4353-HYOJD,No,0.2392,24,Low,0,Random Forest,test,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,25-48 months,Moderate,Moderate Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
8020-BWHYL,Yes,0.75,75,High,1,Random Forest,train,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,13-24 months,High,Moderate Lifetime Value,3,1,0,Yes,Yes,No,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7267-FRMJW,No,0.0233,2,Low,0,Random Forest,train,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,25-48 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2982-VPSGI,Yes,0.8564,86,Critical,1,Random Forest,train,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,0-12 months,High,Moderate Lifetime Value,5,0,2,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4188-FRABG,No,0.398,40,Moderate,0,Random Forest,train,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,49+ months,Very High,Very High Lifetime Value,8,4,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8199-ZLLSA,Yes,0.4695,47,Moderate,0,Random Forest,train,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,49+ months,Very High,Very High Lifetime Value,9,4,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
4128-ETESU,No,0.7024,70,High,1,Random Forest,test,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,25-48 months,High,Very High Lifetime Value,6,1,2,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0620-DLSLK,No,0.794,79,High,1,Random Forest,train,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,13-24 months,High,Moderate Lifetime Value,3,0,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4625-EWPTF,Yes,0.5788,58,Moderate,1,Random Forest,train,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,0-12 months,Low,Low Lifetime Value,2,1,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5980-NOPLP,Yes,0.7381,74,High,1,Random Forest,train,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,25-48 months,High,Very High Lifetime Value,5,0,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3850-OKINF,No,0.1654,17,Low,0,Random Forest,train,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,49+ months,Moderate,Very High Lifetime Value,5,1,1,No,No,Yes,No,Electronic check payment,No tech support,Associated with electronic check payment.
6892-XPFPU,Yes,0.7825,78,High,1,Random Forest,test,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,13-24 months,Very High,High Lifetime Value,7,2,2,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8010-EZLOU,Yes,0.8133,81,Critical,1,Random Forest,train,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,13-24 months,High,Moderate Lifetime Value,4,1,0,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
